,Name,Symbol
480,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,ANPC
481,ANSYS Inc. Common Stock,ANSS
482,AirNet Technology Inc. American Depositary Shares,ANTE
483,AN2 Therapeutics Inc. Common Stock,ANTX
484,Annovis Bio Inc. Common Stock,ANVS
485,Sphere 3D Corp. Common Shares,ANY
486,Anzu Special Acquisition Corp I Class A Common Stock,ANZU
487,Anzu Special Acquisition Corp I Warrant,ANZUW
488,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,AOD
489,Arogo Capital Acquisition Corp. Class A Common Stock,AOGO
490,Arogo Capital Acquisition Corp. Warrant,AOGOW
491,Angel Oak Mortgage Inc. Common Stock,AOMR
492,Aon plc Class A Ordinary Shares (Ireland),AON
493,Artivion Inc. Common Stock,AORT
494,A.O. Smith Corporation Common Stock,AOS
495,Alpha and Omega Semiconductor Limited Common Shares,AOSL
496,American Outdoor Brands Inc. Common Stock ,AOUT
497,Ampco-Pittsburgh Corporation Common Stock,AP
498,APA Corporation Common Stock,APA
499,StoneBridge Acquisition Corporation Class A Ordinary Shares,APAC
500,StoneBridge Acquisition Corporation Warrant,APACW
501,Artisan Partners Asset Management Inc. Class A Common Stock,APAM
502,AP Acquisition Corp Class A Ordinary Shares,APCA
503,AppTech Payments Corp. Common Stock,APCX
504,AppTech Payments Corp. Warrant,APCXW
505,Air Products and Chemicals Inc. Common Stock,APD
506,Applied DNA Sciences Inc. Common Stock,APDN
507,AMC Entertainment Holdings Inc. AMC Preferred Equity Units each constituting a depositary share representing a 1/100th interest in a share of Series A Convertible Participating Preferred Stock,APE
508,American Public Education Inc. Common Stock,APEI
509,Apollo Endosurgery Inc. Common Stock,APEN
510,APi Group Corporation Common Stock,APG
511,Apollo Strategic Growth Capital II Class A Ordinary Shares,APGB
512,Apexigen Inc. Common Stock,APGN
513,Apexigen Inc. Warrant,APGNW
514,Amphenol Corporation Common Stock,APH
515,Agora Inc. American Depositary Shares,API
516,Applied Blockchain Inc. Common Stock,APLD
517,Apple Hospitality REIT Inc. Common Shares,APLE
518,Apellis Pharmaceuticals Inc. Common Stock,APLS
519,Applied Therapeutics Inc. Common Stock,APLT
520,Aptorum Group Limited Class A Ordinary Shares,APM
521,AxonPrime Infrastructure Acquisition Corporation Class A Common Stock,APMI
522,Apeiron Capital Investment Corp. Class A Common Stock,APN
523,Apollo Global Management Inc. (New) Common Stock,APO
524,Apogee Enterprises Inc. Common Stock,APOG
525,Applovin Corporation Class A Common Stock,APP
526,AppFolio Inc. Class A Common Stock,APPF
527,AppHarvest Inc. Common Stock,APPH
528,AppHarvest Inc. Warrants,APPHW
529,Appian Corporation Class A Common Stock,APPN
530,Digital Turbine Inc. Common Stock,APPS
531,Aprea Therapeutics Inc. Common stock,APRE
532,Blue Apron Holdings Inc. Class A Common Stock,APRN
533,Alpha Pro Tech Ltd. Common Stock,APT
534,Alpha Partners Technology Merger Corp. Class A Ordinary Shares,APTM
535,Alpha Partners Technology Merger Corp. Unit,APTMU
536,Alpha Partners Technology Merger Corp. Warrant,APTMW
537,Aptose Biosciences Inc. Common Shares,APTO
538,Aptiv PLC Ordinary Shares,APTV
539,Aptiv PLC 5.50% Series A Mandatory Convertible Preferred Shares,APTV^A
540,Aptinyx Inc. Common Stock,APTX
541,Aptevo Therapeutics Inc. Common Stock,APVO
542,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),APWC
543,APx Acquisition Corp. I Class A Ordinary Share,APXI
544,APx Acquisition Corp. I Warrant,APXIW
545,Apyx Medical Corporation Common Stock,APYX
546,AquaBounty Technologies Inc. Common Stock,AQB
547,Aqua Metals Inc. Common Stock,AQMS
548,Algonquin Power & Utilities Corp. Common Shares,AQN
549,Algonquin Power & Utilities Corp. 6.875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,AQNA
550,Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,AQNB
551,Algonquin Power & Utilities Corp. Corporate Units,AQNU
552,Aquestive Therapeutics Inc. Common Stock,AQST
553,Evoqua Water Technologies Corp. Common Stock,AQUA
554,Antero Resources Corporation Common Stock,AR
555,Aravive Inc. Common Stock,ARAV
556,Accuray Incorporated Common Stock,ARAY
557,Arbe Robotics Ltd. Ordinary Shares,ARBE
558,Aequi Acquisition Corp. Class A Common Stock,ARBG
559,Aequi Acquisition Corp. warrants,ARBGW
560,Argo Blockchain plc American Depositary Shares,ARBK
561,ARC Document Solutions Inc. Common Stock,ARC
562,ArcBest Corporation Common Stock,ARCB
563,Ares Capital Corporation Common Stock,ARCC
564,Arco Platform Limited Class A Common Shares,ARCE
565,Arch Resources Inc. Class A Common Stock,ARCH
566,Arbor Rapha Capital Bioholdings Corp. I Class A Common Stock,ARCK
567,Arcos Dorados Holdings Inc. Class A Shares,ARCO
568,Arcturus Therapeutics Holdings Inc. Common Stock,ARCT
569,Ares Dynamic Credit Allocation Fund Inc. Common Shares,ARDC
570,Aridis Pharmaceuticals Inc. Common Stock,ARDS
571,Ardelyx Inc. Common Stock,ARDX
572,Alexandria Real Estate Equities Inc. Common Stock,ARE
573,American Rebel Holdings Inc. Common Stock,AREB
574,American Resources Corporation Class A Common Stock,AREC
575,The Arena Group Holdings Inc. Common Stock,AREN
576,Ares Management Corporation Class A Common Stock,ARES
577,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,ARGD
578,Argo Group International Holdings Ltd.,ARGO
579,Argo Group International Holdings Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.00% Resettable Fixed Rate Preference Share Series A,ARGO^A
580,Argus Capital Corp. Class A Common Stock,ARGU
581,Argus Capital Corp. Warrant,ARGUW
582,argenx SE American Depositary Shares,ARGX
583,Arhaus Inc. Class A Common Stock,ARHS
584,Apollo Commercial Real Estate Finance Inc,ARI
585,Aris Water Solutions Inc. Class A Common Stock,ARIS
586,Arisz Acquisition Corp. Common Stock,ARIZ
587,Arisz Acquisition Corp. Right,ARIZR
588,ARKO Corp. Common Stock,ARKO
589,ARKO Corp. Warrant,ARKOW
590,Ark Restaurants Corp. Common Stock,ARKR
591,American Realty Investors Inc. Common Stock,ARL
592,Arlo Technologies Inc. Common Stock,ARLO
593,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,ARLP
594,Aramark Common Stock,ARMK
595,Armata Pharmaceuticals Inc. Common Stock,ARMP
596,Arconic Corporation Common Stock ,ARNC
597,Archrock Inc. Common Stock,AROC
598,Arrow Financial Corporation Common Stock,AROW
599,Arqit Quantum Inc. Ordinary Shares,ARQQ
600,Arqit Quantum Inc. Warrants,ARQQW
601,Arcutis Biotherapeutics Inc. Common Stock,ARQT
602,ARMOUR Residential REIT Inc.,ARR
603,ARMOUR Residential REIT Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share),ARR^C
604,Arrowroot Acquisition Corp. Class A common stock,ARRW
605,Arrowroot Acquisition Corp. Unit,ARRWU
606,Arrowroot Acquisition Corp. Warrant,ARRWW
607,Array Technologies Inc. Common Stock,ARRY
608,Artemis Strategic Investment Corporation Class A Common Stock,ARTE
609,Artemis Strategic Investment Corporation Warrant,ARTEW
610,Artelo Biosciences Inc. Common Stock,ARTL
611,Artelo Biosciences Inc. Warrant,ARTLW
612,Artesian Resources Corporation Class A Common Stock,ARTNA
613,Art's-Way Manufacturing Co. Inc. Common Stock,ARTW
614,Arrival Ordinary Shares,ARVL
615,Arvinas Inc. Common Stock,ARVN
616,Arrow Electronics Inc. Common Stock,ARW
617,Arrowhead Pharmaceuticals Inc. Common Stock,ARWR
618,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,ARYD
619,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,ARYE
620,ASA  Gold and Precious Metals Limited,ASA
621,Sendas Distribuidora S A ADS,ASAI
622,Asana Inc. Class A Common Stock,ASAN
623,Atlantic Street Acquisition Corp Class A Common Stock,ASAQ
624,Astrea Acquisition Corp. Class A Common Stock,ASAX
625,Associated Banc-Corp Common Stock,ASB
626,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,ASB^E
627,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,ASB^F
628,Ardmore Shipping Corporation Common Stock,ASC
629,A SPAC I Acquisition Corp. Unit,ASCAU
630,A SPAC I Acquisition Corp. Warrant,ASCAW
631,A SPAC II Acquisition Corp. Ordinary Shares,ASCB
632,A SPAC II Acquisition Corp. Right,ASCBR
633,A SPAC II Acquisition Corp. Warrant,ASCBW
634,Liberty All-Star Growth Fund Inc.,ASG
635,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,ASGI
636,ASGN Incorporated Common Stock,ASGN
637,Ashland Inc. Common Stock,ASH
638,AdvanSix Inc. Common Stock ,ASIX
639,AerSale Corporation Common Stock,ASLE
640,ASLAN Pharmaceuticals Limited American Depositary Shares,ASLN
641,Avino Silver & Gold Mines Ltd. Common Shares (Canada),ASM
642,Assembly Biosciences Inc. Common Stock,ASMB
643,ASML Holding N.V. New York Registry Shares,ASML
644,Ascendis Pharma A/S American Depositary Shares,ASND
645,Actelis Networks Inc. Common Stock,ASNS
646,Academy Sports and Outdoors Inc. Common Stock,ASO
647,ABRI SPAC I INC. Common Stock,ASPA
648,ABRI SPAC I INC. Warrant,ASPAW
649,Aspen Aerogels Inc. Common Stock,ASPN
650,Altisource Portfolio Solutions S.A. Common Stock,ASPS
651,Aspen Group Inc. Common Stock,ASPU
652,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,ASR
653,Assertio Holdings Inc. Common Stock,ASRT
654,AmeriServ Financial Inc. Common Stock,ASRV
655,Astrotech Corporation (DE) Common Stock,ASTC
656,Astec Industries Inc. Common Stock,ASTE
657,Ascent Solar Technologies Inc. Common Stock,ASTI
658,Algoma Steel Group Inc. Common Shares,ASTL
659,Algoma Steel Group Inc. Warrant,ASTLW
660,Astra Space Inc. Class A Common Stock ,ASTR
661,AST SpaceMobile Inc. Class A Common Stock,ASTS
662,AST SpaceMobile Inc. Warrant,ASTSW
663,Asure Software Inc Common Stock,ASUR
664,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,ASX
665,Asensus Surgical Inc. Common Stock,ASXC
666,Amtech Systems Inc. Common Stock,ASYS
667,Austerlitz Acquisition Corporation II Class A Ordinary Shares,ASZ
668,Americas Technology Acquisition Corp. Ordinary Shares,ATA
669,ATAI Life Sciences N.V. Common Shares,ATAI
670,Aurora Technology Acquisition Corp. Class A Ordinary Shares,ATAK
671,Aurora Technology Acquisition Corp. Unit,ATAKU
672,Altimar Acquisition Corp. III Class A Ordinary Shares,ATAQ
673,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,ATAX
674,Atlas Corp. Common Shares,ATCO
675,Atlas Corp. 7.95% Series D,ATCO^D
676,Atlas Corp. 7.875% Series H,ATCO^H
677,Atlas Corp. Series I Fixed-to-Floating ,ATCO^I
678,Atlas Corp. 7.125% Notes due 2027,ATCOL
679,Atlas Technical Consultants Inc. Class A Common Stock,ATCX
680,Alphatec Holdings Inc. Common Stock,ATEC
681,Athena Technology Acquisition Corp. II Class A Common Stock,ATEK
682,A10 Networks Inc. Common Stock,ATEN
683,Aterian Inc. Common Stock,ATER
684,Anterix Inc. Common Stock,ATEX
685,Adtalem Global Education Inc. Common Stock,ATGE
686,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,ATH^A
687,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,ATH^B
688,Athene Holding Ltd. Depositary Shares each representing a 1/1000th Interest in a Share of 6.375% Fixed-Rate Reset Perpetual Non-Cumulative Preference Shares Series C,ATH^C
689,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,ATH^D
690,Athira Pharma Inc. Common Stock,ATHA
691,Alterity Therapeutics Limited American Depositary Shares,ATHE
692,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,ATHM
693,Athersys Inc. Common Stock,ATHX
694,ATI Inc. Common Stock,ATI
695,ATIF Holdings Limited Ordinary Shares,ATIF
696,ATI Physical Therapy Inc. Class A Common Stock,ATIP
697,Atkore Inc. Common Stock,ATKR
698,Atlanticus Holdings Corporation Common Stock,ATLC
699,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026,ATLCL
700,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share,ATLCP
701,Ames National Corporation Common Stock,ATLO
702,180 Life Sciences Corp. Common Stock,ATNF
703,180 Life Sciences Corp. Warrant,ATNFW
704,ATN International Inc. Common Stock,ATNI
705,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,ATNM
706,Athenex Inc. Common Stock,ATNX
707,Atmos Energy Corporation Common Stock,ATO
708,Atomera Incorporated Common Stock,ATOM
709,Atossa Therapeutics Inc. Common Stock,ATOS
710,AptarGroup Inc. Common Stock,ATR
711,Atara Biotherapeutics Inc. Common Stock,ATRA
712,AtriCure Inc. Common Stock,ATRC
713,Atrion Corporation Common Stock,ATRI
714,Astronics Corporation Common Stock,ATRO
715,Air Transport Services Group Inc,ATSG
716,Atento S.A. Ordinary Shares,ATTO
717,Altice USA Inc. Class A Common Stock,ATUS
718,Activision Blizzard Inc. Common Stock,ATVI
719,Addentax Group Corp. Common Stock,ATXG
720,Avenue Therapeutics Inc. Common Stock,ATXI
721,Astria Therapeutics Inc. Common Stock,ATXS
722,AcuityAds Holdings Inc. Common Shares,ATY
723,AngloGold Ashanti Limited Common Stock,AU
724,Atlantic Union Bankshares Corporation Common Stock,AUB
725,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,AUBAP
726,Auburn National Bancorporation Inc. Common Stock,AUBN
727,Audacy Common Stock,AUD
728,AudioCodes Ltd. Common Stock,AUDC
729,Augmedix Inc. Common Stock,AUGX
730,authID Inc. Common Stock,AUID
731,Golden Minerals Company Common Stock,AUMN
732,Aurinia Pharmaceuticals Inc Ordinary Shares,AUPH
733,Aurora Innovation Inc. Class A Common Stock,AUR
734,Aura Biosciences Inc. Common Stock,AURA
735,Aurora Acquisition Corp. Class A Ordinary Shares,AURC
736,Aurora Acquisition Corp. Unit,AURCU
737,Aurora Acquisition Corp. Warrant,AURCW
738,Aurora Innovation Inc. Warrant,AUROW
739,Austerlitz Acquisition Corporation I Class A Ordinary Shares,AUS
740,Austin Gold Corp. Common Shares,AUST
741,Autolus Therapeutics plc American Depositary Share,AUTL
742,Auddia Inc. Common Stock,AUUD
743,Auddia Inc. Warrants,AUUDW
744,Applied UV Inc. Common Stock,AUVI
745,Applied UV Inc. 10.5% Series A Cumulative Perpetual Preferred Stock $0.0001 par value per share,AUVIP
746,Yamana Gold Inc. Ordinary Shares (Canada),AUY
747,Avista Corporation Common Stock,AVA
748,Avalon Acquisition Inc. Class A Common Stock,AVAC
749,Aveanna Healthcare Holdings Inc. Common Stock,AVAH
750,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),AVAL
751,Avanti Acquisition Corp. Class A Ordinary Shares,AVAN
752,AeroVironment Inc. Common Stock,AVAV
753,AvalonBay Communities Inc. Common Stock,AVB
754,Avalon GloboCare Corp. Common Stock,AVCO
755,American Virtual Cloud Technologies Inc. Common Stock ,AVCT
756,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,AVCTW
757,American Vanguard Corporation Common Stock ($0.10 Par Value),AVD
758,Avadel Pharmaceuticals plc American Depositary Shares,AVDL
759,AvidXchange Holdings Inc. Common Stock,AVDX
760,AVEO Pharmaceuticals Inc. Common Stock,AVEO
761,Broadcom Inc. Common Stock,AVGO
762,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,AVGOP
763,Avinger Inc. Common Stock,AVGR
764,Achari Ventures Holdings Corp. I Common Stock,AVHI
765,Avid Technology Inc. Common Stock,AVID
766,Atea Pharmaceuticals Inc. Common Stock,AVIR
767,Advent Convertible and Income Fund,AVK
768,Avalara Inc. Common Stock,AVLR
769,Avanos Medical Inc. Common Stock,AVNS
770,Avient Corporation Common Stock,AVNT
771,Aviat Networks Inc. Common Stock,AVNW
772,Mission Produce Inc. Common Stock,AVO
773,AvePoint Inc. Class A Common Stock,AVPT
774,AvePoint Inc. Warrant,AVPTW
775,AVROBIO Inc. Common Stock,AVRO
776,Avnet Inc. Common Stock,AVT
777,Aerovate Therapeutics Inc. Common Stock,AVTE
778,Avantor Inc. Common Stock,AVTR
779,Avalo Therapeutics Inc. Common Stock,AVTX
780,Anavex Life Sciences Corp. Common Stock,AVXL
781,Avery Dennison Corporation Common Stock,AVY
782,Avaya Holdings Corp. Common Stock,AVYA
783,Alliancebernstein Global High Income Fund,AWF
784,Aspira Women's Health Inc. Common Stock,AWH
785,Armstrong World Industries Inc Common Stock,AWI
786,American Water Works Company Inc. Common Stock,AWK
787,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,AWP
788,American States Water Company Common Stock,AWR
789,Aware Inc. Common Stock,AWRE
790,Avalon Holdings Corporation Common Stock,AWX
791,Axos Financial Inc. Common Stock,AX
792,AXIOS Sustainable Growth Acquisition Corporation Class A Ordinary Shares,AXAC
793,Accelerate Diagnostics Inc. Common Stock,AXDX
794,Axogen Inc. Common Stock,AXGN
795,Industrial Human Capital Inc. Common Stock,AXH
796,American Axle & Manufacturing Holdings Inc. Common Stock,AXL
797,Axcella Health Inc. Common Stock,AXLA
798,Axonics Inc. Common Stock,AXNX
799,Axon Enterprise Inc. Common Stock,AXON
800,American Express Company Common Stock,AXP
801,AMREP Corporation Common Stock,AXR
802,Axis Capital Holdings Limited Common Stock,AXS
803,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,AXS^E
804,Axsome Therapeutics Inc. Common Stock,AXSM
805,Axalta Coating Systems Ltd. Common Shares,AXTA
