,Name,Symbol
4812,Brigham Minerals Inc. Class A Common Stock,MNRL
4813,Monro Inc. Common Stock,MNRO
4814,MainStreet Bancshares Inc. Common Stock,MNSB
4815,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,MNSO
4816,Monster Beverage Corporation,MNST
4817,Montauk Renewables Inc. Common Stock,MNTK
4818,Everest Consolidator Acquisition Corporation Class A Common Stock,MNTN
4819,Momentus Inc. Class A Common Stock,MNTS
4820,Momentus Inc. Warrant,MNTSW
4821,Momentive Global Inc. Common Stock,MNTV
4822,Manitex International Inc. Common Stock,MNTX
4823,Altria Group Inc.,MO
4824,Mobilicom Limited American Depositary Shares,MOB
4825,Mobilicom Limited Warrants,MOBBW
4826,Mobiquity Technologies Inc. Common Stock,MOBQ
4827,Mobiquity Technologies Inc. Warrant,MOBQW
4828,Mobiv Acquisition Corp Unit,MOBVU
4829,Modine Manufacturing Company Common Stock,MOD
4830,Modular Medical Inc. Common Stock,MODD
4831,Model N Inc. Common Stock,MODN
4832,ModivCare Inc. Common Stock,MODV
4833,MidWestOne Financial Gp Common Stock,MOFG
4834,Mogo Inc. Common Shares,MOGO
4835,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),MOGU
4836,Molina Healthcare Inc Common Stock,MOH
4837,ECMOHO Limited American Depositary Shares,MOHO
4838,Molecular Partners AG American Depositary Shares,MOLN
4839,Hello Group Inc. American Depositary Shares,MOMO
4840,Monument Circle Acquisition Corp. Class A Common Stock,MON
4841,Monument Circle Acquisition Corp. Warrant,MONCW
4842,Mondee Holdings Inc. Class A Common Stock,MOND
4843,Mondee Holdings Inc. Warrant,MONDW
4844,MorphoSys AG American Depositary Shares,MOR
4845,Morphic Holding Inc. Common Stock,MORF
4846,Morningstar Inc. Common Stock,MORN
4847,Mosaic Company (The) Common Stock,MOS
4848,Motus GI Holdings Inc. Common Stock,MOTS
4849,Movado Group Inc. Common Stock,MOV
4850,Movano Inc. Common Stock,MOVE
4851,Moxian (BVI) Inc Ordinary Shares,MOXC
4852,MP Materials Corp. Common Stock,MP
4853,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,MPA
4854,Motorcar Parts  of America Inc. Common Stock,MPAA
4855,Model Performance Acquisition Corp. Class A Ordinary Share,MPAC
4856,Model Performance Acquisition Corp. Right,MPACR
4857,Model Performance Acquisition Corp. Warrant,MPACW
4858,Mid Penn Bancorp Common Stock,MPB
4859,Marathon Petroleum Corporation Common Stock,MPC
4860,MultiPlan Corporation Class A Common Stock,MPLN
4861,MPLX LP Common Units Representing Limited Partner Interests,MPLX
4862,Mercato Partners Acquisition Corporation Class A Common Stock,MPRA
4863,Mercato Partners Acquisition Corporation Unit,MPRAU
4864,Barings Participation Investors Common Stock,MPV
4865,Medical Properties Trust Inc. common stock,MPW
4866,Monolithic Power Systems Inc. Common Stock,MPWR
4867,Marine Products Corporation Common Stock,MPX
4868,Marqeta Inc. Class A Common Stock,MQ
4869,Blackrock MuniYield Quality Fund II Inc. Common Stock,MQT
4870,Blackrock MuniYield Quality Fund Inc. Common Stock,MQY
4871,Marpai Inc. Class A Common Stock,MRAI
4872,Everspin Technologies Inc. Common Stock,MRAM
4873,Meridian Corporation Common Stock,MRBK
4874,MRC Global Inc. Common Stock,MRC
4875,Monroe Capital Corporation Common Stock,MRCC
4876,Mercury Systems Inc Common Stock,MRCY
4877,Mereo BioPharma Group plc American Depositary Shares,MREO
4878,Marin Software Incorporated Common Stock,MRIN
4879,Merck & Company Inc. Common Stock (new),MRK
4880,Marker Therapeutics Inc. Common Stock,MRKR
4881,MEDIROM Healthcare Technologies Inc. American Depositary Share,MRM
4882,Moderna Inc. Common Stock,MRNA
4883,Marinus Pharmaceuticals Inc. Common Stock,MRNS
4884,Marathon Oil Corporation Common Stock,MRO
4885,Mersana Therapeutics Inc. Common Stock,MRSN
4886,Marten Transport Ltd. Common Stock,MRTN
4887,Mirati Therapeutics Inc. Common Stock,MRTX
4888,Merus N.V. Common Shares,MRUS
4889,Maravai LifeSciences Holdings Inc. Class A Common Stock,MRVI
4890,Marvell Technology Inc. Common Stock,MRVL
4891,Morgan Stanley Common Stock,MS
4892,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,MS^A
4893,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,MS^E
4894,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,MS^F
4895,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),MS^I
4896,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,MS^K
4897,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,MS^L
4898,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,MS^O
4899,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,MS^P
4900,MSA Safety Incorporated Common Stock,MSA
4901,Medicus Sciences Acquisition Corp. Class A Ordinary Share,MSAC
4902,Medicus Sciences Acquisition Corp. Warrant,MSACW
4903,Mesabi Trust Common Stock,MSB
4904,Midland States Bancorp Inc. Common Stock,MSBI
4905,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,MSBIP
4906,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,MSC
4907,MSCI Inc Common Stock,MSCI
4908,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,MSD
4909,MSD Acquisition Corp. Class A Ordinary Shares,MSDA
4910,MSD Acquisition Corp. Unit,MSDAU
4911,MSD Acquisition Corp. Warrant,MSDAW
4912,Middlesex Water Company Common Stock,MSEX
4913,Microsoft Corporation Common Stock,MSFT
4914,Madison Square Garden Entertainment Corp. Class A Common Stock ,MSGE
4915,Motorsport Games Inc. Class A Common Stock,MSGM
4916,Madison Square Garden Sports Corp. Class A Common Stock (New),MSGS
4917,Motorola Solutions Inc. Common Stock,MSI
4918,MSC Industrial Direct Company Inc. Common Stock,MSM
4919,Emerson Radio Corporation Common Stock,MSN
4920,MSP Recovery Inc. Class A Common Stock,MSPR
4921,MSP Recovery Inc. Warrant,MSPRW
4922,MSP Recovery Inc. Warrant,MSPRZ
4923,Metal Sky Star Acquisition Corporation Ordinary shares,MSSA
4924,Metal Sky Star Acquisition Corporation Unit,MSSAU
4925,Metal Sky Star Acquisition Corporation Warrant,MSSAW
4926,MicroStrategy Incorporated Common Stock Class A,MSTR
4927,Mid-Southern Bancorp Inc. Common Stock,MSVB
4928,Arcelor Mittal NY Registry Shares NEW,MT
4929,Metalla Royalty & Streaming Ltd. Common Shares,MTA
4930,MedTech Acquisition Corporation Class A Common Stock,MTAC
4931,Metals Acquisition Corp Class A Ordinary Shares,MTAL
4932,M&T Bank Corporation Common Stock,MTB
4933,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,MTB^H
4934,CareCloud Inc. Common Stock,MTBC
4935,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,MTBCO
4936,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,MTBCP
4937,MMTec Inc. Common Shares,MTC
4938,Match Group Inc. Common Stock,MTCH
4939,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,MTCN
4940,Metacrine Inc. Common Stock,MTCR
4941,Mettler-Toledo International Inc. Common Stock,MTD
4942,Matador Resources Company Common Stock,MTDR
4943,Maris-Tech Ltd. Ordinary Shares,MTEK
4944,Maris-Tech Ltd. Warrants,MTEKW
4945,Molecular Templates Inc. Common Stock,MTEM
4946,Mannatech Incorporated Common Stock,MTEX
4947,MGIC Investment Corporation Common Stock,MTG
4948,Meritage Homes Corporation Common Stock,MTH
4949,Materialise NV American Depositary Shares,MTLS
4950,Mega Matrix Corp. Common Stock,MTMT
4951,Vail Resorts Inc. Common Stock,MTN
4952,Matinas Biopharma Holdings Inc. Common Stock,MTNB
4953,Midatech Pharma PLC American Depositary Shs,MTP
4954,Mesa Royalty Trust Common Stock,MTR
4955,Materion Corporation,MTRN
4956,Matrix Service Company Common Stock,MTRX
4957,Monterey Bio Acquisition Corporation Common Stock,MTRY
4958,MACOM Technology Solutions Holdings Inc. Common Stock,MTSI
4959,Matterport Inc. Class A Common Stock,MTTR
4960,Motive Capital Corp II Class A Ordinary Shares,MTVC
4961,Manitowoc Company Inc. (The) Common Stock,MTW
4962,Minerals Technologies Inc. Common Stock,MTX
4963,MasTec Inc. Common Stock,MTZ
4964,Micron Technology Inc. Common Stock,MU
4965,Blackrock MuniAssets Fund Inc Common Stock,MUA
4966,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,MUC
4967,Mudrick Capital Acquisition Corporation II Class A Common Stock,MUDS
4968,Mudrick Capital Acquisition Corporation II Unit,MUDSU
4969,Mudrick Capital Acquisition Corporation II Warrant,MUDSW
4970,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,MUE
4971,Mitsubishi UFJ Financial Group Inc. Common Stock,MUFG
4972,BlackRock Municipal Income Fund Inc. Common Stock,MUI
4973,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,MUJ
4974,Mullen Automotive Inc. Common Stock,MULN
4975,Murphy Oil Corporation Common Stock,MUR
4976,Murphy Canyon Acquisition Corp. Warrant,MURFW
4977,Murphy USA Inc. Common Stock,MUSA
4978,McEwen Mining Inc. Common Stock,MUX
4979,MVB Financial Corp. Common Stock,MVBF
4980,Blackrock MuniVest Fund Inc. Common Stock,MVF
4981,MicroVision Inc. Common Stock,MVIS
4982,MV Oil Trust Units of Beneficial Interests,MVO
4983,Microvast Holdings Inc. Common Stock,MVST
4984,Microvast Holdings Inc. Warrants,MVSTW
4985,Blackrock MuniVest Fund II Inc.  Common Stock,MVT
4986,MUELLER WATER PRODUCTS Common Stock,MWA
4987,Magnachip Semiconductor Corporation Common Stock,MX
4988,Mexco Energy Corporation Common Stock,MXC
4989,MaxCyte Inc. Common Stock,MXCT
4990,Mexico Equity and Income Fund Inc. (The) Common Stock,MXE
4991,Mexico Fund Inc. (The) Common Stock,MXF
4992,MaxLinear Inc. Common Stock,MXL
4993,Blackrock MuniYield Fund Inc.  Common Stock,MYD
4994,Myers Industries Inc. Common Stock,MYE
4995,First Western Financial Inc. Common Stock,MYFW
4996,Myriad Genetics Inc. Common Stock,MYGN
4997,Blackrock MuniYield Quality Fund III Inc Common Stock,MYI
4998,MyMD Pharmaceuticals Inc. Common Stock,MYMD
4999,Blackrock MuniYield New York Quality Fund Inc.Common Stock,MYN
5000,Mynaric AG American Depository Shares,MYNA
5001,Mainz Biomed B.V. Ordinary Shares,MYNZ
5002,Myomo Inc. Common Stock,MYO
5003,Myovant Sciences Ltd. Common Shares,MYOV
5004,PLAYSTUDIOS Inc.  Class A Common Stock,MYPS
5005,MYR Group Inc. Common Stock,MYRG
5006,My Size Inc. Common Stock,MYSZ
5007,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,MYTE
5008,Nano Labs Ltd American Depositary Shares,
5009,North Atlantic Acquisition Corporation Class A Ordinary Share,NAAC
5010,North Atlantic Acquisition Corporation Warrant,NAACW
5011,NaaS Technology Inc. American Depositary Shares,NAAS
5012,N-able Inc. Common Stock,NABL
5013,Nuveen California Quality Municipal Income Fund,NAC
5014,Nuveen Quality Municipal Income Fund Common Stock,NAD
5015,Natural Alternatives International Inc. Common Stock,NAII
5016,Northern Dynasty Minerals Ltd. Common Stock,NAK
5017,Nuveen New York Quality Municipal Income Fund Common Stock,NAN
5018,NanoVibronix Inc. Common Stock,NAOV
5019,The Duckhorn Portfolio Inc. Common Stock,NAPA
5020,Inari Medical Inc. Common Stock,NARI
5021,Nordic American Tankers Limited Common Stock,NAT
5022,Nathan's Famous Inc. Common Stock,NATH
5023,National Instruments Corporation Common Stock,NATI
5024,Nature's Sunshine Products Inc. Common Stock,NATR
5025,Nautilus Biotechnolgy Inc. Common Stock,NAUT
5026,Navidea Biopharmaceuticals Inc. Common Stock,NAVB
5027,Navient Corporation Common Stock,NAVI
5028,Nuveen Arizona Quality Municipal Income Fund Common Stock,NAZ
5029,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,NBB
5030,NewAge Inc. Common Stock (Delaware),NBEV
5031,Neuberger Berman Municipal Fund Inc. Common Stock,NBH
5032,National Bank Holdings Corporation Common Stock,NBHC
5033,Neurocrine Biosciences Inc. Common Stock,NBIX
5034,Northeast Bank Common Stock,NBN
5035,Neuberger Berman New York Municipal Fund Inc. Common Stock,NBO
5036,Nabors Industries Ltd.,NBR
5037,Nabriva Therapeutics plc Ordinary Shares Ireland,NBRV
5038,NeuBase Therapeutics Inc.  Common Stock,NBSE
5039,Newbury Street Acquisition Corporation Common Stock,NBST
5040,Newbury Street Acquisition Corporation Warrants,NBSTW
5041,NBT Bancorp Inc. Common Stock,NBTB
5042,Nanobiotix S.A. American Depositary Shares,NBTX
5043,Neuberger Berman California Municipal Fund Inc Common Stock,NBW
5044,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,NBXG
5045,NovaBay Pharmaceuticals Inc. Common Stock,NBY
5046,NACCO Industries Inc. Common Stock,NC
5047,Nuveen California Municipal Value Fund,NCA
5048,Newcourt Acquisition Corp Class A Ordinary Share,NCAC
5049,Newcourt Acquisition Corp Unit,NCACU
5050,Newcourt Acquisition Corp Warrant,NCACW
5051,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NCLH
5052,National CineMedia Inc. Common Stock,NCMI
5053,NuCana plc American Depositary Share,NCNA
5054,nCino Inc. Common Stock,NCNO
5055,Netcapital Inc. Common Stock,NCPL
5056,Netcapital Inc. Warrants,NCPLW
5057,NCR Corporation Common Stock,NCR
5058,Nocera Inc. Common Stock,NCRA
5059,NCS Multistage Holdings Inc. Common Stock,NCSM
5060,The9 Limited American Depository Shares,NCTY
5061,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,NCV
5062,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,NCV^A
5063,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,NCZ
5064,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,NCZ^A
5065,NightDragon Acquisition Corp. Class A Common stock,NDAC
5066,NightDragon Acquisition Corp. SCALE Units,NDACU
5067,NightDragon Acquisition Corp. Warrants to purchase Class A common stock,NDACW
5068,Nasdaq Inc. Common Stock,NDAQ
5069,Noodles & Company Class A Common Stock,NDLS
5070,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,NDMO
5071,Tortoise Energy Independence Fund Inc. Common Stock,NDP
5072,ENDRA Life Sciences Inc. Common Stock,NDRA
5073,Nordson Corporation Common Stock,NDSN
5074,Noble Corporation plc Ordinary Shares,NE
5075,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA
5076,NorthEast Community Bancorp Inc. Common Stock,NECB
5077,NextEra Energy Inc. Common Stock,NEE
5078,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,NEE^N
5079,NextEra Energy Inc. 5.279% Corporate Units,NEE^P
5080,NextEra Energy Inc. 6.219% Corporate Units,NEE^Q
5081,Newegg Commerce Inc. Common Shares,NEGG
5082,Newmont Corporation,NEM
5083,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NEN
5084,NeoGenomics Inc. Common Stock,NEO
5085,Neogen Corporation Common Stock,NEOG
5086,Neogen Corporation Common Stock When Issued,NEOGV
5087,Neonode Inc. Common Stock,NEON
5088,NeoVolta Inc. Common Stock,NEOV
5089,NeoVolta Inc. Warrant,NEOVW
5090,NextEra Energy Partners LP Common Units representing limited partner interests,NEP
5091,Nephros Inc. Common Stock,NEPH
5092,Neptune Wellness Solutions Inc. Ordinary Shares,NEPT
5093,Minerva Neurosciences Inc Common Stock,NERV
5094,National Energy Services Reunited Corp. Ordinary Shares,NESR
5095,Cloudflare Inc. Class A Common Stock,NET
5096,Eneti Inc. Common Stock,NETI
5097,NewMarket Corp Common Stock,NEU
5098,New Pacific Metals Corp. Common Shares,NEWP
5099,New Relic Inc. Common Stock,NEWR
5100,Newtek Business Services Corp. Common Stock (Maryland),NEWT
5101,Newtek Business Services Corp. 5.75% Notes due 2024,NEWTL
5102,Newtek Business Services Corp. 5.50% Notes Due 2026,NEWTZ
5103,NexTier Oilfield Solutions Inc. Common Stock,NEX
5104,Nexa Resources S.A. Common Shares,NEXA
5105,NexImmune Inc. Common Stock,NEXI
5106,NextDecade Corporation Common Stock,NEXT
5107,Northfield Bancorp Inc. Common Stock (Delaware),NFBK
5108,New Fortress Energy Inc. Class A Common Stock,NFE
5109,National Fuel Gas Company Common Stock,NFG
5110,New Found Gold Corp Common Shares,NFGC
5111,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,NFJ
5112,Netflix Inc. Common Stock,NFLX
5113,Infinite Acquisition Corp. Class A Ordinary Shares,NFNT
5114,Enphys Acquisition Corp. Class A Ordinary Shares,NFYS
5115,Novagold Resources Inc.,NG
5116,Northern Genesis Acquisition Corp. III Common Stock,NGC
5117,New Gold Inc.,NGD
5118,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,NGG
5119,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,NGL
5120,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,NGL^B
5121,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,NGL^C
5122,NGM Biopharmaceuticals Inc. Common Stock,NGM
5123,NeoGames S.A. Ordinary Shares,NGMS
5124,Natural Gas Services Group Inc. Common Stock,NGS
5125,Natural Grocers by Vitamin Cottage Inc. Common Stock,NGVC
5126,Ingevity Corporation Common Stock ,NGVT
5127,NantHealth Inc. Common Stock,NH
5128,National HealthCare Corporation Common Stock,NHC
5129,National Health Investors Inc. Common Stock,NHI
5130,NewHold Investment Corp. II Class A Common Stock,NHIC
5131,NewHold Investment Corp. II Unit,NHICU
5132,Neuberger Berman High Yield Strategies Fund,NHS
5133,Natural Health Trends Corp. Common Stock,NHTC
5134,NightHawk Biosciences Inc. Common Stock,NHWK
5135,NiSource Inc Common Stock,NI
5136,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,NI^B
5137,Nicolet Bankshares Inc. Common Stock,NIC
5138,NICE Ltd American Depositary Shares,NICE
5139,Nicholas Financial Inc. Common Stock,NICK
5140,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,NID
5141,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,NIE
5142,BitNile Holdings Inc. Common Stock,NILE
5143,BitNile Holdings Inc. 13.00% Series D Cumulative Redeemable Perpetual Preferred Stock,NILE^D
5144,Nuveen Select Maturities Municipal Fund Common Stock,NIM
5145,NiSource Inc Series A Corporate Units,NIMC
5146,Nine Energy Service Inc. Common Stock,NINE
5147,NIO Inc. American depositary shares each  representing one Class A ordinary share,NIO
5148,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,NIQ
5149,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,NISN
5150,Niu Technologies American Depositary Shares,NIU
5151,NewJersey Resources Corporation Common Stock,NJR
5152,Nike Inc. Common Stock,NKE
5153,Nuveen Georgia Quality Municipal Income Fund ,NKG
5154,Nikola Corporation Common Stock,NKLA
5155,National Bankshares Inc. Common Stock,NKSH
5156,Nektar Therapeutics  Common Stock,NKTR
5157,Nkarta Inc. Common Stock,NKTX
5158,Nuveen California AMT-Free Quality Municipal Income Fund,NKX
5159,NL Industries Inc. Common Stock,NL
5160,Northern Lights Acquisition Corp. Class A Common Stock,NLIT
5161,NortonLifeLock Inc. Common Stock,NLOK
5162,Nautilus Inc. Common Stock,NLS
5163,Nielsen N.V. Ordinary Shares,NLSN
5164,NLS Pharmaceutics Ltd. Ordinary Shares,NLSP
5165,NLS Pharmaceutics Ltd. Warrant,NLSPW
5166,Neoleukin Therapeutics Inc. Common Stock,NLTX
5167,Annaly Capital Management Inc Common Stock,NLY
5168,Annaly Capital Management Inc 6.95% Series F,NLY^F
5169,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NLY^G
5170,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NLY^I
5171,Navios Maritime Holdings Inc. Common Stock,NM
5172,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,NM^H
5173,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,NMAI
5174,Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO
5175,New Mountain Finance Corporation Common Stock,NMFC
5176,Nouveau Monde Graphite Inc. Common Shares,NMG
5177,Nuveen Municipal Income Fund Inc. Common Stock,NMI
5178,NMI Holdings Inc. Class A Common Stock,NMIH
5179,Niagara Mohawk Holdings Inc. Preferred Stock,NMK^B
5180,Niagara Mohawk Holdings Inc. Preferred Stock,NMK^C
5181,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,NML
5182,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NMM
5183,North Mountain Merger Corp. Class A Common Stock,NMMC
5184,North Mountain Merger Corp. Unit,NMMCU
5185,North Mountain Merger Corp. Warrant,NMMCW
5186,Nomura Holdings Inc ADR American Depositary Shares,NMR
5187,Nemaura Medical Inc. Common Stock,NMRD
5188,Newmark Group Inc. Class A Common Stock,NMRK
5189,Nuveen Minnesota Quality Municipal Income Fund ,NMS
5190,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,NMT
5191,NeuroOne Medical Technologies Corporation Common Stock,NMTC
5192,9 Meters Biopharma Inc. Common Stock,NMTR
5193,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,NMZ
5194,NextNav Inc. Common Stock,NN
5195,NN Inc. Common Stock,NNBR
5196,Nano Dimension Ltd. American Depositary Shares,NNDM
5197,Nelnet Inc. Common Stock,NNI
5198,National Retail Properties Common Stock,NNN
5199,NANO-X IMAGING LTD Ordinary Shares,NNOX
5200,NanoViricides Inc. Common Stock,NNVC
5201,Nuveen New York Municipal Value Fund Common Stock,NNY
5202,North American Construction Group Ltd. Common Shares (no par),NOA
5203,Natural Order Acquisition Corp. Common Stock,NOAC
5204,Natural Order Acquisition Corp. Unit,NOACU
5205,Natural Order Acquisition Corp. Warrant,NOACW
5206,Noah Holdings Limited,NOAH
5207,Northrop Grumman Corporation Common Stock,NOC
5208,NI Holdings Inc. Common Stock,NODK
5209,Northern Oil and Gas Inc. Common Stock,NOG
5210,Nogin Inc. Common Stock,NOGN
5211,Nogin Inc. Warrant ,NOGNW
5212,Nokia Corporation Sponsored American Depositary Shares,NOK
5213,Nuveen Missouri Quality Municipal Income Fund ,NOM
5214,Nomad Foods Limited Ordinary Shares,NOMD
5215,FiscalNote Holdings Inc. Class A common stock,NOTE
5216,Inotiv Inc. Common Stock,NOTV
5217,NOV Inc. Common Stock,NOV
5218,Sunnova Energy International Inc. Common Stock,NOVA
5219,Novan Inc. Common Stock,NOVN
5220,Novanta Inc. Common Stock,NOVT
5221,Nova Vision Acquisition Corp. Warrant,NOVVW
5222,ServiceNow Inc. Common Stock,NOW
5223,Neuropace Inc. Common Stock,NPCE
5224,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,NPCT
5225,Nuveen Variable Rate Preferred & Income Fund Common Shares,NPFD
5226,National Presto Industries Inc. Common Stock,NPK
5227,EnPro Industries Inc,NPO
5228,Nuveen Virginia Quality Municipal Income Fund Common Stock,NPV
5229,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,NQP
5230,Newpark Resources Inc. Common Stock,NR
5231,Noble Rock Acquisition Corporation Class A Ordinary Share,NRAC
5232,Noble Rock Acquisition Corporation Unit,NRACU
5233,NeuroBo Pharmaceuticals Inc. Common Stock,NRBO
5234,National Research Corporation Common Stock (Delaware),NRC
5235,NerdWallet Inc. Class A Common Stock,NRDS
5236,Nerdy Inc. Class A Common Stock,NRDY
5237,NexPoint Real Estate Finance Inc. Common Stock,NREF
5238,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,NREF^A
5239,NRG Energy Inc. Common Stock,NRG
5240,Energy Vault Holdings Inc. Common Stock,NRGV
5241,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,NRGX
5242,Northrim BanCorp Inc Common Stock,NRIM
5243,Nurix Therapeutics Inc. Common stock,NRIX
5244,Nuveen New York AMT-Free Quality Municipal Income Fund ,NRK
5245,Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.,NRO
5246,Natural Resource Partners LP Limited Partnership,NRP
5247,NeuroSense Therapeutics Ltd. Ordinary Shares,NRSN
5248,NeuroSense Therapeutics Ltd. Warrant,NRSNW
5249,North European Oil Royality Trust Common Stock,NRT
5250,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),NRUC
5251,NRX Pharmaceuticals Inc. Common Stock,NRXP
5252,NRX Pharmaceuticals Inc. Warrant,NRXPW
5253,Nustar Energy L.P.  Common Units,NS
5254,Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^A
5255,Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,NS^B
5256,Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,NS^C
5257,National Storage Affiliates Trust Common Shares of Beneficial Interest,NSA
5258,National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share),NSA^A
5259,Norfolk Southern Corporation Common Stock,NSC
5260,Insight Enterprises Inc. Common Stock,NSIT
5261,Nuveen Senior Income Fund Common Stock,NSL
5262,Insperity Inc. Common Stock,NSP
5263,InspireMD Inc. Common Stock,NSPR
5264,NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043,NSS
5265,NAPCO Security Technologies Inc. Common Stock,NSSC
5266,Northern Star Investment Corp. II Class A Common stock,NSTB
5267,Northern Star Investment Corp. III Class A Common Stock,NSTC
5268,Northern Star Investment Corp. IV Class A Common Stock,NSTD
5269,NanoString Technologies Inc. Common Stock,NSTG
5270,NSTS Bancorp Inc. Common Stock,NSTS
5271,Nortech Systems Incorporated Common Stock,NSYS
5272,NetApp Inc. Common Stock,NTAP
5273,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,NTB
5274,Natura &Co Holding S.A. American Depositary Shares ,NTCO
5275,NetScout Systems Inc. Common Stock,NTCT
5276,NetEase Inc. American Depositary Shares,NTES
5277,Tortoise Midstream Energy Fund Inc. Common Stock,NTG
5278,NETGEAR Inc. Common Stock,NTGR
5279,Northern Technologies International Corporation Common Stock,NTIC
5280,Network-1 Technologies Inc. Common Stock,NTIP
5281,Intellia Therapeutics Inc. Common Stock,NTLA
5282,Nutanix Inc. Class A Common Stock,NTNX
5283,Nutrien Ltd. Common Shares,NTR
